The test Top1-0.650000, Top3-0.810000, Top5-0.895000
Sample 1: [175  75  59  45  30], Top-1 0, Top-5 0
Sample 2: [  2  72  82  58 161], Top-1 1, Top-5 1
Sample 3: [  3 194  77  78  10], Top-1 1, Top-5 1
Sample 4: [  4  13  28 166 188], Top-1 1, Top-5 1
Sample 5: [  5 157  57  68 159], Top-1 1, Top-5 1
Sample 6: [  6 170 193   4 164], Top-1 1, Top-5 1
Sample 7: [ 51   7 190 188  31], Top-1 0, Top-5 1
Sample 8: [  8  73 193 184  44], Top-1 1, Top-5 1
Sample 9: [ 16 158 130 141  93], Top-1 0, Top-5 0
Sample 10: [ 10 185 200  93  26], Top-1 1, Top-5 1
Sample 11: [11 54 38 98 47], Top-1 1, Top-5 1
Sample 12: [ 12 142  87  88 137], Top-1 1, Top-5 1
Sample 13: [ 13 188 165  28  56], Top-1 1, Top-5 1
Sample 14: [100  31  14 191 182], Top-1 0, Top-5 1
Sample 15: [ 51 119   7  83  40], Top-1 0, Top-5 0
Sample 16: [ 44 105 134 160  16], Top-1 0, Top-5 1
Sample 17: [ 17 175  28 115 164], Top-1 1, Top-5 1
Sample 18: [123 113  55 109  18], Top-1 0, Top-5 1
Sample 19: [191 107 168 166 148], Top-1 0, Top-5 0
Sample 20: [181  35 116 200  77], Top-1 0, Top-5 0
Sample 21: [21 94 66 82 90], Top-1 1, Top-5 1
Sample 22: [ 22 184  57 195 157], Top-1 1, Top-5 1
Sample 23: [ 23 188 187  49 185], Top-1 1, Top-5 1
Sample 24: [ 89  51  46 190  24], Top-1 0, Top-5 1
Sample 25: [ 25  31 184 115 100], Top-1 1, Top-5 1
Sample 26: [ 26 200  44  66 185], Top-1 1, Top-5 1
Sample 27: [113 184 163 174 102], Top-1 0, Top-5 0
Sample 28: [ 28 175 162  13   1], Top-1 1, Top-5 1
Sample 29: [ 29 123  32 140 109], Top-1 1, Top-5 1
Sample 30: [ 98  44 178 164 116], Top-1 0, Top-5 0
Sample 31: [ 31 102  56 119 166], Top-1 1, Top-5 1
Sample 32: [123 113 163  32  25], Top-1 0, Top-5 1
Sample 33: [142  58 176  33  63], Top-1 0, Top-5 1
Sample 34: [ 34 110  62  69 154], Top-1 1, Top-5 1
Sample 35: [181 173 200  35  77], Top-1 0, Top-5 1
Sample 36: [ 36 139 180 149 130], Top-1 1, Top-5 1
Sample 37: [176  45  37  52 128], Top-1 0, Top-5 1
Sample 38: [38 68 82 47  5], Top-1 1, Top-5 1
Sample 39: [ 12  87  39 142 133], Top-1 0, Top-5 1
Sample 40: [ 40 198  23 188 184], Top-1 1, Top-5 1
Sample 41: [ 41  95  78 178  16], Top-1 1, Top-5 1
Sample 42: [ 42 175  78   4  28], Top-1 1, Top-5 1
Sample 43: [ 43  51 157 190  68], Top-1 1, Top-5 1
Sample 44: [ 44 200  26 171  35], Top-1 1, Top-5 1
Sample 45: [ 45 181 177 176  96], Top-1 1, Top-5 1
Sample 46: [141  34  46  84  31], Top-1 0, Top-5 1
Sample 47: [ 47  35  73 173 200], Top-1 1, Top-5 1
Sample 48: [ 48  81 120 100 132], Top-1 1, Top-5 1
